Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company
2017-12-05 00:00:00-05:00,139.86180357653436,142.4118340870103,136.8543403194688,141.2536163330078,6807100,0.0,0,Mastercard Incorporated
2017-12-06 00:00:00-05:00,141.19522912782773,144.11509999015428,140.75723661749382,143.48245239257812,3752000,0.0,0,Mastercard Incorporated
2017-12-07 00:00:00-05:00,143.5700661406524,146.39261730149462,143.5700661406524,145.458251953125,3417900,0.0,0,Mastercard Incorporated
2017-12-08 00:00:00-05:00,146.4023478779573,146.4218178453255,145.1857348140354,145.88650512695312,2521500,0.0,0,Mastercard Incorporated
2017-12-11 00:00:00-05:00,146.2077222645636,147.21021044345147,146.09093213925215,146.85009765625,3394800,0.0,0,Mastercard Incorporated
2017-12-12 00:00:00-05:00,146.80139511870982,149.62393138252625,146.58727003924974,148.42678833007812,3360300,0.0,0,Mastercard Incorporated
2017-12-13 00:00:00-05:00,148.42677526637746,149.3416705524132,147.609214953796,147.63841247558594,3618700,0.0,0,Mastercard Incorporated
2017-12-14 00:00:00-05:00,147.86226646161197,149.44873446596333,147.72600640825388,147.8719940185547,3016700,0.0,0,Mastercard Incorporated
2017-12-15 00:00:00-05:00,148.57275142525577,149.51684416032293,146.83056840405084,149.30271911621094,5067300,0.0,0,Mastercard Incorporated
2017-12-18 00:00:00-05:00,150.0230034303168,150.51937625989677,148.971847863646,149.03024291992188,3531500,0.0,0,Mastercard Incorporated
2017-12-19 00:00:00-05:00,148.87450271481495,149.06915782011797,147.3853547737272,147.62867736816406,2712700,0.0,0,Mastercard Incorporated
2017-12-20 00:00:00-05:00,148.4365010345919,148.6506260926257,147.00576307919863,147.40481567382812,1992500,0.0,0,Mastercard Incorporated
2017-12-21 00:00:00-05:00,147.40484013173233,148.16400551754938,146.41207968442,146.50941467285156,2789000,0.0,0,Mastercard Incorporated
2017-12-22 00:00:00-05:00,146.90845438753516,147.4729645979763,146.29527668716702,146.82086181640625,1892300,0.0,0,Mastercard Incorporated
2017-12-26 00:00:00-05:00,146.55806434156972,147.29775966948628,145.88649161628234,147.23936462402344,1200700,0.0,0,Mastercard Incorporated
2017-12-27 00:00:00-05:00,147.51191596811276,147.7260410809658,147.06421062395492,147.35618591308594,1730200,0.0,0,Mastercard Incorporated
2017-12-28 00:00:00-05:00,147.8038706418927,148.5435659489219,147.16149545747604,147.71627807617188,1570600,0.0,0,Mastercard Incorporated
2017-12-29 00:00:00-05:00,148.14451763078412,148.8160754379683,147.3172149658203,147.3172149658203,2258800,0.0,0,Mastercard Incorporated
2018-01-02 00:00:00-05:00,147.94987445455988,149.3124899814529,147.08364655691202,147.85255432128906,3168900,0.0,0,Mastercard Incorporated
2018-01-03 00:00:00-05:00,148.22236954905847,149.8672324911579,148.09585191205693,149.71151733398438,3732400,0.0,0,Mastercard Incorporated
2018-01-04 00:00:00-05:00,150.41226321648813,153.19587382404802,150.19815303242666,151.64834594726562,3247200,0.0,0,Mastercard Incorporated
2018-01-05 00:00:00-05:00,152.02797280795957,154.7921142578125,152.01824524942455,154.7921142578125,2747700,0.0,0,Mastercard Incorporated
2018-01-08 00:00:00-05:00,154.58736455525275,156.43952148385145,154.09995327145182,155.25999450683594,3143100,0.25,0,Mastercard Incorporated
2018-01-09 00:00:00-05:00,155.63047041519775,156.07889549512427,154.5484163985707,155.4842529296875,2573900,0.0,0,Mastercard Incorporated
2018-01-10 00:00:00-05:00,155.2210466307625,155.94242093361672,153.60285191700262,155.83518981933594,2416900,0.0,0,Mastercard Incorporated
2018-01-11 00:00:00-05:00,156.0691527102509,157.0732191103079,155.42576602440363,156.86849975585938,2804000,0.0,0,Mastercard Incorporated
2018-01-12 00:00:00-05:00,157.43389145927998,158.42821493865222,156.2153628876137,158.2429962158203,3041000,0.0,0,Mastercard Incorporated
2018-01-16 00:00:00-05:00,159.5200115563862,159.8124613881013,157.24867251701588,158.20399475097656,4673400,0.0,0,Mastercard Incorporated
2018-01-17 00:00:00-05:00,159.01310771722785,160.35836808781156,158.77915973946864,160.1829071044922,3136000,0.0,0,Mastercard Incorporated
2018-01-18 00:00:00-05:00,160.6800308493146,161.80107102835328,159.97815730039173,161.31365966796875,4150600,0.0,0,Mastercard Incorporated
2018-01-19 00:00:00-05:00,162.11304478060242,162.74667369048942,161.00174731390052,162.62969970703125,2947800,0.0,0,Mastercard Incorporated
2018-01-22 00:00:00-05:00,162.3859865598958,164.0919264887957,162.10327961332186,164.04318237304688,2275900,0.0,0,Mastercard Incorporated
2018-01-23 00:00:00-05:00,164.2576367869786,164.6963040586677,162.4542087121717,162.98062133789062,3035300,0.0,0,Mastercard Incorporated
2018-01-24 00:00:00-05:00,163.7117688609802,163.8677441031343,161.77186583256014,162.80517578125,3912400,0.0,0,Mastercard Incorporated
2018-01-25 00:00:00-05:00,163.77998364566793,164.67681889351252,162.922149642078,164.3453826904297,2088900,0.0,0,Mastercard Incorporated
2018-01-26 00:00:00-05:00,164.7548143139091,166.07083118945758,164.54035208419572,166.05133056640625,2191600,0.0,0,Mastercard Incorporated
2018-01-29 00:00:00-05:00,165.83684524310613,166.5094753358476,164.05291778506592,164.30638122558594,3082800,0.0,0,Mastercard Incorporated
2018-01-30 00:00:00-05:00,163.19508353731464,163.77022540185402,162.1130296673535,162.98062133789062,4227100,0.0,0,Mastercard Incorporated
2018-01-31 00:00:00-05:00,163.29257992371095,165.39820097437672,162.8149262186644,164.7450714111328,5815300,0.0,0,Mastercard Incorporated
2018-02-01 00:00:00-05:00,168.1666717999253,172.2706822333517,166.69469476244004,168.5760955810547,6848400,0.0,0,Mastercard Incorporated
2018-02-02 00:00:00-05:00,167.57201366335696,172.65084639890708,166.12928025391756,166.25601196289062,6556500,0.0,0,Mastercard Incorporated
2018-02-05 00:00:00-05:00,163.15608153817718,167.6305293375256,159.88067645038348,160.44607543945312,7196000,0.0,0,Mastercard Incorporated
2018-02-06 00:00:00-05:00,156.45903328792113,165.0959624494538,152.8521925048044,165.01797485351562,7259900,0.0,0,Mastercard Incorporated
2018-02-07 00:00:00-05:00,164.74503307095958,168.26414354396874,163.2340549406523,164.48182678222656,4364800,0.0,0,Mastercard Incorporated
2018-02-08 00:00:00-05:00,164.52083331698887,164.9790011817313,156.42005895785073,156.57601928710938,6557700,0.0,0,Mastercard Incorporated
2018-02-09 00:00:00-05:00,157.59960236861417,162.29825546636994,154.5776605735465,161.0407257080078,6303000,0.0,0,Mastercard Incorporated
2018-02-12 00:00:00-05:00,162.60045641107664,164.5696027578699,161.4111713290683,163.95545959472656,5227400,0.0,0,Mastercard Incorporated
2018-02-13 00:00:00-05:00,163.11707389304877,166.47046614958907,162.80512350889944,165.83682250976562,3471000,0.0,0,Mastercard Incorporated
2018-02-14 00:00:00-05:00,165.0959936912053,168.31291197799388,164.7450568803808,168.1764373779297,4203700,0.0,0,Mastercard Incorporated
2018-02-15 00:00:00-05:00,169.5704044170079,170.30152143651893,167.04561721287035,170.29177856445312,3915000,0.0,0,Mastercard Incorporated
2018-02-16 00:00:00-05:00,169.9603424962841,172.22192340953617,169.75562318589766,171.22760009765625,4213100,0.0,0,Mastercard Incorporated
2018-02-20 00:00:00-05:00,170.47704320262676,171.98800688382372,169.65818061536967,170.93521118164062,3750100,0.0,0,Mastercard Incorporated
2018-02-21 00:00:00-05:00,170.93515673663978,171.9099793815602,167.94244407691983,167.9814453125,5999500,0.0,0,Mastercard Incorporated
2018-02-22 00:00:00-05:00,168.97579189473342,169.4534604535741,166.49974836179734,168.59561157226562,5605800,0.0,0,Mastercard Incorporated
2018-02-23 00:00:00-05:00,169.52168307904404,171.35435474734155,168.14719420243676,171.33485412597656,3093800,0.0,0,Mastercard Incorporated
2018-02-26 00:00:00-05:00,172.0562211801297,173.65492994908513,171.62729677571957,173.3917236328125,4088100,0.0,0,Mastercard Incorporated
2018-02-27 00:00:00-05:00,173.2455519236022,174.65904235720734,171.50061035156247,171.5006103515625,3815900,0.0,0,Mastercard Incorporated
2018-02-28 00:00:00-05:00,171.85150903253006,174.46404193465307,171.32511125260197,171.33485412597656,4145700,0.0,0,Mastercard Incorporated
2018-03-01 00:00:00-05:00,171.9100030201657,172.8848257991298,167.81573544882434,169.12200927734375,4658500,0.0,0,Mastercard Incorporated
2018-03-02 00:00:00-05:00,167.24058639901946,170.91567228282426,165.00824887586305,170.6134796142578,4190100,0.0,0,Mastercard Incorporated
2018-03-05 00:00:00-05:00,169.74588129026387,174.75646936676722,168.55659640784043,174.03509521484375,4826500,0.0,0,Mastercard Incorporated
2018-03-06 00:00:00-05:00,174.66870831647216,175.55580046247707,172.4948580586183,173.0602569580078,3820900,0.0,0,Mastercard Incorporated
2018-03-07 00:00:00-05:00,171.33484753504032,175.18540943993915,171.13014307973793,174.697998046875,2766100,0.0,0,Mastercard Incorporated
2018-03-08 00:00:00-05:00,174.8344572139969,175.3608549272244,173.08951625102193,174.73696899414062,2235300,0.0,0,Mastercard Incorporated
2018-03-09 00:00:00-05:00,175.7117854947744,178.71424109012415,175.43883633834383,178.6265106201172,4168900,0.0,0,Mastercard Incorporated
2018-03-12 00:00:00-04:00,178.22685978249817,178.89948991509385,177.12530522479125,177.94415283203125,3589000,0.0,0,Mastercard Incorporated
2018-03-13 00:00:00-04:00,178.85075330220442,179.10420189375975,175.61433423121375,176.4526824951172,3286600,0.0,0,Mastercard Incorporated
2018-03-14 00:00:00-04:00,177.40802722799634,177.41777010226065,175.09768681027666,175.58509826660156,2820700,0.0,0,Mastercard Incorporated
2018-03-15 00:00:00-04:00,176.02377298034924,177.58348064939253,175.48761742630265,176.39419555664062,2258200,0.0,0,Mastercard Incorporated
2018-03-16 00:00:00-04:00,176.45266777262682,178.5582885678556,176.45266777262682,177.9539031982422,4605000,0.0,0,Mastercard Incorporated
2018-03-19 00:00:00-04:00,177.21303559445494,177.7102047571545,174.6005175517342,176.03350830078125,3770000,0.0,0,Mastercard Incorporated
2018-03-20 00:00:00-04:00,176.74510220392722,178.63626063092684,176.6573717304142,177.91488647460938,2859300,0.0,0,Mastercard Incorporated
2018-03-21 00:00:00-04:00,178.35362999016652,178.88002788707263,176.18952165082752,176.1992645263672,3238400,0.0,0,Mastercard Incorporated
2018-03-22 00:00:00-04:00,174.6882472274827,175.72155704182177,170.70122544399854,171.1009063720703,4387300,0.0,0,Mastercard Incorporated
2018-03-23 00:00:00-04:00,171.7442852357359,172.41691539260228,167.33809659515046,167.50381469726562,4324100,0.0,0,Mastercard Incorporated
2018-03-26 00:00:00-04:00,170.91566513577413,173.00178511097585,168.70281345017065,172.70933532714844,5470100,0.0,0,Mastercard Incorporated
2018-03-27 00:00:00-04:00,173.8693990872019,174.0058736872661,166.66545902925154,168.1764373779297,5069100,0.0,0,Mastercard Incorporated
2018-03-28 00:00:00-04:00,167.91323842549008,168.57611083359484,164.30639680143332,166.0610809326172,5166600,0.0,0,Mastercard Incorporated
2018-03-29 00:00:00-04:00,167.39656162761312,172.21218832948227,166.51922711394926,170.7499542236328,3719200,0.0,0,Mastercard Incorporated
2018-04-02 00:00:00-04:00,170.24305688209742,171.34461142981863,164.78404313408538,167.27960205078125,4222400,0.0,0,Mastercard Incorporated
2018-04-03 00:00:00-04:00,168.0204849445296,168.53713992017435,165.53468343693407,168.12771606445312,3612600,0.0,0,Mastercard Incorporated
2018-04-04 00:00:00-04:00,164.92051057317084,169.6289063796031,163.7117398472448,169.3169708251953,4628300,0.0,0,Mastercard Incorporated
2018-04-05 00:00:00-04:00,170.7207108824613,172.97254902752252,170.1455541622782,171.37384033203125,3434100,0.0,0,Mastercard Incorporated
2018-04-06 00:00:00-04:00,169.24573353170902,170.98338830227075,164.94065339554257,165.6630401611328,5005500,0.25,0,Mastercard Incorporated
2018-04-09 00:00:00-04:00,167.19566475171086,169.94857206888477,166.09254153782948,166.28778076171875,3910700,0.0,0,Mastercard Incorporated
2018-04-10 00:00:00-04:00,169.02118336113045,171.27622854012552,167.9278317339325,170.5635986328125,3149900,0.0,0,Mastercard Incorporated
2018-04-11 00:00:00-04:00,169.5678543233651,171.42266423306515,168.0254390958118,168.25973510742188,2783000,0.0,0,Mastercard Incorporated
2018-04-12 00:00:00-04:00,169.20663143094,172.28168970487727,169.04067737098043,170.64166259765625,3065600,0.0,0,Mastercard Incorporated
2018-04-13 00:00:00-04:00,171.81313898421317,171.91076604422793,168.59163964909956,170.12429809570312,3059600,0.0,0,Mastercard Incorporated
2018-04-16 00:00:00-04:00,171.4421797615796,171.91077179035565,168.855226438497,169.7338104248047,4668200,0.0,0,Mastercard Incorporated
2018-04-17 00:00:00-04:00,171.58860348086645,174.92724315460055,170.51476547361412,174.0974578857422,4210200,0.0,0,Mastercard Incorporated
2018-04-18 00:00:00-04:00,174.25368768934786,175.52276514467673,172.85771291554596,175.19085693359375,3150600,0.0,0,Mastercard Incorporated
2018-04-19 00:00:00-04:00,174.8198525341841,175.2982012452629,174.0193524334966,174.7515106201172,3560400,0.0,0,Mastercard Incorporated
2018-04-20 00:00:00-04:00,174.28293449660822,175.22010353471512,172.30122751907243,172.867431640625,4233000,0.0,0,Mastercard Incorporated
2018-04-23 00:00:00-04:00,173.92175002318902,174.1072324908518,170.5440535121974,171.25668334960938,4355000,0.0,0,Mastercard Incorporated
2018-04-24 00:00:00-04:00,172.47694281512503,173.32625646741408,167.11755425409248,169.11878967285156,5369000,0.0,0,Mastercard Incorporated
2018-04-25 00:00:00-04:00,169.24574115694566,169.73384678630367,166.59044534157383,168.36715698242188,3396200,0.0,0,Mastercard Incorporated
2018-04-26 00:00:00-04:00,170.36834553466235,175.35678427150512,170.07547925955308,173.9217529296875,4784400,0.0,0,Mastercard Incorporated
2018-04-27 00:00:00-04:00,174.29273295957182,174.74179664476628,171.0126628848213,171.7545928955078,3781000,0.0,0,Mastercard Incorporated
2018-04-30 00:00:00-04:00,173.26768568423014,175.7179697893616,172.88696401218508,174.0291290283203,4323900,0.0,0,Mastercard Incorporated
2018-05-01 00:00:00-04:00,174.02915757765214,176.0694352088098,172.70150988116788,175.96205139160156,4828300,0.0,0,Mastercard Incorporated
2018-05-02 00:00:00-04:00,181.7704708956467,183.7717062670904,178.7637394651092,181.39952087402344,10133100,0.0,0,Mastercard Incorporated
2018-05-03 00:00:00-04:00,180.20860200486385,183.420330450674,179.56429900738655,182.0438690185547,5785700,0.0,0,Mastercard Incorporated
2018-05-04 00:00:00-04:00,181.3702921327737,184.29892605311807,180.70647559414743,183.6936798095703,3593600,0.0,0,Mastercard Incorporated
2018-05-07 00:00:00-04:00,183.82049931664625,185.01147770178693,183.1664398585436,184.6014709472656,4077300,0.0,0,Mastercard Incorporated
2018-05-08 00:00:00-04:00,184.39651196878344,186.1244097667943,183.5472130881777,185.99749755859372,3396400,0.0,0,Mastercard Incorporated
2018-05-09 00:00:00-04:00,185.9779525828729,187.12011766743672,184.503879332702,186.09510803222656,2933900,0.0,0,Mastercard Incorporated
2018-05-10 00:00:00-04:00,186.49537136466932,189.1116249899998,186.3977591872421,188.4575653076172,2821200,0.0,0,Mastercard Incorporated
2018-05-11 00:00:00-04:00,188.40874739353688,189.4728139463116,187.4715781580493,188.75042724609372,3301700,0.0,0,Mastercard Incorporated
2018-05-14 00:00:00-04:00,188.89682804300543,190.087806651788,187.0322614625249,187.54965209960935,2877200,0.0,0,Mastercard Incorporated
2018-05-15 00:00:00-04:00,186.4660409517528,187.627734320442,185.62649897154188,187.4324951171875,2747500,0.0,0,Mastercard Incorporated
2018-05-16 00:00:00-04:00,188.10612037394577,188.3208880089017,186.88585649160484,187.80349731445312,2109300,0.0,0,Mastercard Incorporated
2018-05-17 00:00:00-04:00,187.48132031944075,187.8620420030294,186.0560457448952,186.6515350341797,2378300,0.0,0,Mastercard Incorporated
2018-05-18 00:00:00-04:00,187.06150753486327,187.52032779959703,185.8607724293531,185.8705291748047,4208500,0.0,0,Mastercard Incorporated
2018-05-21 00:00:00-04:00,186.9444013052011,188.242763686618,185.48984159313312,186.6515350341797,2632600,0.0,0,Mastercard Incorporated
2018-05-22 00:00:00-04:00,186.63203393965404,188.0573087226523,186.30012573532548,187.0615692138672,2620200,0.0,0,Mastercard Incorporated
2018-05-23 00:00:00-04:00,186.2024967457666,188.4087283054048,185.7729615103437,188.3989715576172,2529900,0.0,0,Mastercard Incorporated
2018-05-24 00:00:00-04:00,188.32086123564116,188.7991950762033,185.4800837464282,187.3446502685547,2912900,0.0,0,Mastercard Incorporated
2018-05-25 00:00:00-04:00,187.18845758041437,187.32512652336345,185.20675045975355,186.62225341796875,2459600,0.0,0,Mastercard Incorporated
2018-05-29 00:00:00-04:00,185.7241591846028,185.95845520782265,182.16099467761987,185.0212860107422,4545000,0.0,0,Mastercard Incorporated
2018-05-30 00:00:00-04:00,185.8998492824413,187.36416574858967,185.382458656066,187.19821166992188,2764200,0.0,0,Mastercard Incorporated
2018-05-31 00:00:00-04:00,187.32514203115176,187.86206109997147,185.30439285770169,185.5972442626953,4641400,0.0,0,Mastercard Incorporated
2018-06-01 00:00:00-04:00,187.46177969502529,190.7223205566406,187.33486751017915,190.72232055664065,4194900,0.0,0,Mastercard Incorporated
2018-06-04 00:00:00-04:00,191.2788184238169,193.39719486847284,190.58570194117263,193.02622985839844,3917200,0.0,0,Mastercard Incorporated
2018-06-05 00:00:00-04:00,193.39715268935748,194.95909617404877,193.12381481390608,194.61741638183597,2655500,0.0,0,Mastercard Incorporated
2018-06-06 00:00:00-04:00,195.10555651590175,198.453953532864,195.01770108942867,198.37586975097656,3233100,0.0,0,Mastercard Incorporated
2018-06-07 00:00:00-04:00,198.54179816154323,199.14704421554305,193.58264448868007,194.7931365966797,4084100,0.0,0,Mastercard Incorporated
2018-06-08 00:00:00-04:00,194.46122110620377,195.7595834761971,194.2659818925064,195.2812347412109,2296700,0.0,0,Mastercard Incorporated
2018-06-11 00:00:00-04:00,195.83765915858444,196.21838079414425,193.5435577034193,193.76809692382807,2616900,0.0,0,Mastercard Incorporated
2018-06-12 00:00:00-04:00,194.38311229287373,195.38860834192573,193.47524329347192,195.3690948486328,2660500,0.0,0,Mastercard Incorporated
2018-06-13 00:00:00-04:00,195.85723850381405,196.8236779631745,194.47102052404304,194.666259765625,2686100,0.0,0,Mastercard Incorporated
2018-06-14 00:00:00-04:00,195.89625101338137,196.5991240942993,194.3147940292146,194.568603515625,2846900,0.0,0,Mastercard Incorporated
2018-06-15 00:00:00-04:00,193.8266732212243,194.92002464027152,192.869990729558,194.78335571289065,4162100,0.0,0,Mastercard Incorporated
2018-06-18 00:00:00-04:00,192.93835492355103,196.6577167100717,192.7138305486883,196.3453369140625,2081300,0.0,0,Mastercard Incorporated
2018-06-19 00:00:00-04:00,193.7388550118897,195.1738715769924,192.5771614582268,194.9395904541016,2666200,0.0,0,Mastercard Incorporated
2018-06-20 00:00:00-04:00,195.7303067997918,198.6198979331318,195.48625404817116,196.7455596923828,3898600,0.0,0,Mastercard Incorporated
2018-06-21 00:00:00-04:00,197.59489095801445,198.83466832145584,195.22269025562196,196.003662109375,2678200,0.0,0,Mastercard Incorporated
2018-06-22 00:00:00-04:00,196.77486677449795,197.06771817029343,194.8614865791101,196.6869964599609,2993600,0.0,0,Mastercard Incorporated
2018-06-25 00:00:00-04:00,195.62293445789896,195.67174799024343,189.10185170240345,190.3416290283203,4780600,0.0,0,Mastercard Incorporated
2018-06-26 00:00:00-04:00,191.5131156520402,193.93413027419857,191.10310871501372,191.78646850585935,4271200,0.0,0,Mastercard Incorporated
2018-06-27 00:00:00-04:00,192.76263910688883,193.4850257454052,188.56492864278653,188.58444213867188,3233000,0.0,0,Mastercard Incorporated
2018-06-28 00:00:00-04:00,188.85780138437173,193.04574034775172,188.61374861528483,192.4112091064453,2621100,0.0,0,Mastercard Incorporated
2018-06-29 00:00:00-04:00,193.48504403680812,193.5924278575229,191.5130933726832,191.8450164794922,3006900,0.0,0,Mastercard Incorporated
2018-07-02 00:00:00-04:00,191.08355593537328,193.2605024020154,190.11710163517685,192.96763610839844,3018300,0.0,0,Mastercard Incorporated
2018-07-03 00:00:00-04:00,193.61197793795128,193.85603074911256,191.4740729288504,191.62049865722656,1567400,0.0,0,Mastercard Incorporated
2018-07-05 00:00:00-04:00,193.2898002201157,194.22696944200135,192.46001481640656,194.13909912109372,3101900,0.0,0,Mastercard Incorporated
2018-07-06 00:00:00-04:00,193.6405747880446,195.74206412539948,193.0247830195764,195.01876831054688,2050300,0.25,0,Mastercard Incorporated
2018-07-09 00:00:00-04:00,196.2699156236241,197.0420865063733,194.7548809445337,196.39697265625,2377300,0.0,0,Mastercard Incorporated
2018-07-10 00:00:00-04:00,196.79771641885807,198.17591005098507,195.60523872625063,196.97366333007807,2265100,0.0,0,Mastercard Incorporated
2018-07-11 00:00:00-04:00,195.9473805327752,199.5443522532735,195.7323425587726,199.2413482666016,2827900,0.0,0,Mastercard Incorporated
2018-07-12 00:00:00-04:00,200.3751563295188,204.47063142326436,200.13079638277543,203.09243774414065,3970800,0.0,0,Mastercard Incorporated
2018-07-13 00:00:00-04:00,202.42778892924173,202.84808088505488,198.85035567497417,201.2646331787109,2590800,0.0,0,Mastercard Incorporated
2018-07-16 00:00:00-04:00,200.9811724016379,201.35260430845452,199.16313372731943,199.47592163085935,2955000,0.0,0,Mastercard Incorporated
2018-07-17 00:00:00-04:00,198.42026626317664,202.03679030082768,197.081178598489,201.7142333984375,2919000,0.0,0,Mastercard Incorporated
2018-07-18 00:00:00-04:00,201.98791899412836,203.67890050531307,200.74658124627683,203.6593475341797,3595400,0.0,0,Mastercard Incorporated
2018-07-19 00:00:00-04:00,203.65936954056943,204.00147945690915,201.118019942314,201.4112548828125,2264600,0.0,0,Mastercard Incorporated
2018-07-20 00:00:00-04:00,201.53832743772128,202.67216125660195,201.52854349379476,202.04660034179688,2801000,0.0,0,Mastercard Incorporated
2018-07-23 00:00:00-04:00,202.0368117095777,203.268395451853,201.0104968958644,203.15109252929688,2717900,0.0,0,Mastercard Incorporated
2018-07-24 00:00:00-04:00,204.0307609020764,205.6532994098142,203.6104540908495,204.851806640625,3509100,0.0,0,Mastercard Incorporated
2018-07-25 00:00:00-04:00,205.2623534130995,209.44579447045032,204.92024352492535,209.32850646972656,4967900,0.0,0,Mastercard Incorporated
2018-07-26 00:00:00-04:00,205.4089777467088,207.0217624419316,199.94509258504863,202.6916961669922,7279900,0.0,0,Mastercard Incorporated
2018-07-27 00:00:00-04:00,206.91423146034305,206.9728754613953,196.680435669395,198.36163330078125,4913000,0.0,0,Mastercard Incorporated
2018-07-30 00:00:00-04:00,198.37138611599005,198.7428179783595,191.77366807500675,193.40599060058597,5939300,0.0,0,Mastercard Incorporated
2018-07-31 00:00:00-04:00,194.53005849273825,196.09395310599731,191.8029933043772,193.53306579589844,4416600,0.0,0,Mastercard Incorporated
2018-08-01 00:00:00-04:00,194.77443697949752,196.81728262246372,193.87519413543416,196.660888671875,4614200,0.0,0,Mastercard Incorporated
2018-08-02 00:00:00-04:00,194.5984988482353,197.62856839095943,193.40602102157987,197.4526214599609,3615000,0.0,0,Mastercard Incorporated
2018-08-03 00:00:00-04:00,197.45261253922712,197.8631354736116,193.80676618909604,196.660888671875,2722800,0.0,0,Mastercard Incorporated
2018-08-06 00:00:00-04:00,196.46541412956043,197.89248290404728,195.98646322339007,196.99322509765625,3061300,0.0,0,Mastercard Incorporated
2018-08-07 00:00:00-04:00,197.9315706326365,198.5669005725515,197.4037596733509,198.04885864257807,2422200,0.0,0,Mastercard Incorporated
